ID_Registro;Fecha;Año;Mes_Num;Mes;Trimestre;Región;Ciudad;Tipo_Institución;Institución;Canal;Línea_Terapéutica;Producto;Fabricante;Unidad_Medida;Requiere_Receta;Unidades;Precio_Unitario_USD;Costo_Unitario_USD;Descuento_Pct;Lead_Time_Días;Inventario_Días;Devolución_Pct;Pacientes_Impactados;Urgencia_Abasto;Ventas_Brutas_USD;Monto_Descuento_USD;Ventas_Netas_USD;Costo_Total_USD;Utilidad_Bruta_USD;Margen_Bruto_Pct;Devoluciones_Unidades;Riesgo_Stockout
RX-04627;2025-09-02 00:00:00;2025;9;Sep;T3;Sur;Pasto;Hospital;Hospital Universitario Departamental de Nariño;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;10;64,38;38,24;0,1227;10;35;0,0119;10;Baja;643,8;78,99426;564,80574;382,4;182,40574;0,322953056;0;0,302714286
RX-04628;2025-02-26 00:00:00;2025;2;Feb;T1;Centro;Tunja;Clínica;Hospital Universitario San Rafael de Tunja;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;38;12,36;6,72;0,0722;9;43;0,0066;48;Baja;469,68;33,910896;435,769104;255,36;180,409104;0,414001595;0;0,216209302
RX-04629;2025-03-06 00:00:00;2025;3;Mar;T1;Oriente;Bucaramanga;Distribuidor;Disfarma;Mayorista;Salud digestiva;Sucralfato;Genfar;caja;No;;11,79;6,3;0,1033;7;50;0,0085;127;Baja;1237,95;127,880235;1110,069765;661,5;448,569765;0,404091508;1;0,14595
RX-04630;2025-04-12 00:00:00;2025;4;Apr;T2;Sur;Cali;Clínica;Fundación Valle del Lili;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;21;18,84;9,76;0,0685;6;20;0,0026;18;Baja;395,64;27,10134;368,53866;204,96;163,57866;0,443857532;0;0,3039
RX-04631;2025-10-07 00:00:00;2025;10;Oct;T4;Sur;Cali;Cadena de Farmacias;Droguerías Cafam;Retail;Oncología;Rituximab;Procaps;vial;Sí;1;1023,66;768,75;0,0395;3;28;0,0105;1;Baja;1023,66;40,43457;983,22543;768,75;214,47543;0,218134543;0;0,112767857
RX-04632;2025-10-14 00:00:00;2025;10;Oct;T4;Norte;Barranquilla;Cadena de Farmacias;Droguerías Cafam;Retail;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;12;5,36;3,04;0,0244;4;9;0,0193;19;Media;64,32;1,569408;62,750592;36,48;26,270592;0,418650903;0;0,487333333
RX-04633;2025-09-15 00:00:00;2025;9;Sep;T3;Centro;Soacha;Hospital;Clínica del Country;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;58;15,88;8,82;0,0869;5;25;0,0019;79;Baja;921,04;80,038376;841,001624;511,56;329,441624;0,391725313;0;0,2019
RX-04634;2025-12-30 00:00:00;2025;12;Dec;T4;Oriente;Villavicencio;Hospital;Hospital Departamental de Villavicencio;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;26;10,87;6,54;0,0882;8;50;0,0063;33;Baja;282,62;24,927084;257,692916;170,04;87,652916;0,340144841;0;0,16504
RX-04635;2025-08-13 00:00:00;2025;8;Aug;T3;Occidente;Medellín;Clínica;Hospital Pablo Tobón Uribe;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;15;62;40,47;0,1094;6;27;0,0103;13;Baja;930;101,742;828,258;607,05;221,208;0,267076201;0;0,233666667
RX-04636;2025-05-16 00:00:00;2025;5;May;T2;Occidente;Medellín;Hospital;Hospital Pablo Tobón Uribe;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;19;17,45;8,79;0,0916;4;24;0,0089;;Baja;331,55;30,36998;301,18002;167,01;134,17002;0,445481144;0;0,174083333
RX-04637;2025-08-09 00:00:00;2025;8;Aug;T3;Centro;Tunja;Distribuidor;Drogas La Rebaja;Mayorista;Oncología;Trastuzumab;Procaps;vial;Sí;3;1419,38;1024,61;0,1359;11;40;0;1;Alta;4258,14;578,681226;3679,458774;3073,83;605,628774;0,164597244;0;0,275
RX-04638;2025-01-11 00:00:00;2025;1;Jan;T1;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;28;5,89;2,61;0,0824;7;35;0,0107;41;Baja;164,92;13,589408;151,330592;73,08;78,250592;0,517083763;0;0,2107
RX-04639;2025-09-10 00:00:00;2025;9;Sep;T3;Norte;Cartagena;Cadena de Farmacias;Drogas La Rebaja;Retail;Salud digestiva;Sucralfato;Genfar;caja;No;32;10,95;6,24;0,0555;5;23;0,0128;35;Baja;350,4;19,4472;330,9528;199,68;131,2728;0,396651124;0;0,231304348
RX-04640;2025-04-26 00:00:00;2025;4;Apr;T2;Sur;Pasto;Cadena de Farmacias;Farmatodo;Retail;Salud digestiva;Sucralfato;Genfar;caja;No;19;10,56;5,84;0,0468;2;16;0,0116;26;Media;200,64;9,389952;191,250048;110,96;80,290048;0,419817139;0;0,13225
RX-04641;2025-05-29 00:00:00;2025;5;May;T2;Occidente;Bello;Hospital;Hospital Marco Fidel Suárez;Institucional;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;8;34,96;24,99;0,0732;4;37;0,0088;6;Baja;279,68;20,472576;259,207424;199,92;59,287424;0,228725795;0;0,112864865
RX-04642;2025-10-17 00:00:00;2025;10;Oct;T4;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;24;22,64;10,92;0,0502;1;11;0,0139;23;Media;543,36;27,276672;516,083328;262,08;254,003328;0,492175031;0;0,097227273
RX-04643;2025-04-09 00:00:00;2025;4;Apr;T2;Norte;Cartagena;Distribuidor;Coopidrogas;Mayorista;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;75;17,64;10,45;0,1302;9;56;0,0052;56;Baja;1323;172,2546;1150,7454;783,75;366,9954;0,318919719;0;0,164892857
RX-04644;2025-02-17 00:00:00;2025;2;Feb;T1;Sur;Pasto;Clínica;Hospital Universitario Departamental de Nariño;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;33;7,19;3,4;0,0832;4;38;0,004;26;Baja;237,27;19,740864;217,529136;112,2;105,329136;0,484207026;0;0,107368421
RX-04645;2025-05-26 00:00:00;2025;5;May;T2;Centro;Tunja;Hospital;Hospital Universitario San Rafael de Tunja;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;7;68,12;40,91;0,0846;10;24;0,0028;6;Baja;476,84;40,340664;436,499336;286,37;150,129336;0,343939437;0;0,4225
RX-04646;2025-07-14 00:00:00;2025;7;Jul;T3;Oriente;Bucaramanga;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;11;18,91;11,23;0,0456;4;24;0,0219;12;Baja;208,01;9,485256;198,524744;123,53;74,994744;0,377760185;0;0,184916667
RX-04647;2025-07-09 00:00:00;2025;7;Jul;T3;Sur;Neiva;Clínica;Clínica Medilaser Neiva;Institucional;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;17;9,41;4,69;0,1004;4;30;0,0056;15;Baja;159,97;16,060988;143,909012;79,73;64,179012;0,445969374;0;0,137066667
RX-04648;2025-06-18 00:00:00;2025;6;Jun;T2;Norte;Cartagena;Hospital;Clínica General del Caribe;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;19;15,08;9,4;0,0933;4;47;0,0005;18;Baja;286,52;26,732316;259,787684;178,6;81,187684;0,312515523;0;0,085319149
RX-04649;2025-07-31 00:00:00;2025;7;Jul;T3;Sur;Neiva;Distribuidor;Drogas La Rebaja;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;16;8,88;4,13;0,1184;7;40;0,0009;17;Alta;142,08;16,822272;125,257728;66,08;59,177728;0,47244772;0;0,1757875
RX-04650;2025-05-13 00:00:00;2025;5;May;T2;Norte;Barranquilla;Hospital;Hospital Universitario del Norte;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;20;8,24;4,38;0,0744;7;37;0,0081;21;Alta;164,8;12,26112;152,53888;87,6;64,93888;0,425720184;0;0,196851351
RX-04651;2025-07-26 00:00:00;2025;7;Jul;T3;Oriente;Villavicencio;Distribuidor;Coopidrogas;Mayorista;Salud digestiva;Probiótico 10B;Genfar;caja;No;24;13,91;9,66;0,1224;8;34;0,0056;25;Baja;333,84;40,862016;292,977984;231,84;61,137984;0,208677741;0;0,241882353
RX-04652;2025-07-01 00:00:00;2025;7;Jul;T3;Centro;Tunja;Distribuidor;Coopidrogas;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;60;8,66;3,88;0,1323;7;35;0,0073;56;Alta;519,6;68,74308;450,85692;232,8;218,05692;0,483649935;0;0,2073
RX-04653;2025-06-23 00:00:00;2025;6;Jun;T2;Norte;Santa Marta;Hospital;Hospital Universitario Julio Méndez Barreneche;Institucional;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;16;19,13;10,94;0,0639;5;24;0,0068;15;Baja;306,08;19,558512;286,521488;175,04;111,481488;0,389085959;0;0,215416667
RX-04654;2025-10-24 00:00:00;2025;10;Oct;T4;Centro;Soacha;Hospital;Clínica del Country;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;72;6,62;2,9;0,0862;4;36;0,0044;132;Baja;476,64;41,086368;435,553632;208,8;226,753632;0,520610128;0;0,113555556
RX-04655;2025-02-24 00:00:00;2025;2;Feb;T1;Oriente;Bucaramanga;Hospital;Clínica Chicamocha;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;56;7,99;4,19;0,0825;6;35;0,0092;51;Baja;447,44;36,9138;410,5262;234,64;175,8862;0,428440864;1;0,179314286
RX-04656;2025-12-07 00:00:00;2025;12;Dec;T4;Centro;Bogotá;Hospital;Hospital Universitario San Ignacio;Institucional;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;49;23,3;11,99;0,0511;6;38;0,0024;41;Baja;1141,7;58,34087;1083,35913;587,51;495,84913;0,45769599;0;0,159789474
RX-04657;2025-06-12 00:00:00;2025;6;Jun;T2;Centro;Soacha;Clínica;Clínica del Country;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;2;117,51;79,18;0,0763;7;33;0,0108;1;Baja;235,02;17,932026;217,087974;158,36;58,727974;0,270526151;0;0,223575758
RX-04658;2025-07-31 00:00:00;2025;7;Jul;T3;Occidente;Pereira;Cadena de Farmacias;Droguerías Audifarma;Retail;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;4;33,44;22,83;0,046;5;23;0,0121;3;Baja;133,76;6,15296;127,60704;91,32;36,28704;0,284365502;0;0,230543478
RX-04659;2025-09-05 00:00:00;2025;9;Sep;T3;Norte;Santa Marta;Hospital;Hospital Universitario Julio Méndez Barreneche;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;38;13,02;7,26;0,0724;3;17;0,001;36;Media;494,76;35,820624;458,939376;275,88;183,059376;0,398874853;0;0,177352941
RX-04660;2025-09-26 00:00:00;2025;9;Sep;T3;Occidente;Bello;Hospital;Clínica del Norte;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;31;16,44;8,6;0,0597;5;28;0,0103;26;Baja;509,64;30,425508;479,214492;266,6;212,614492;0,443672918;0;0,187767857
RX-04661;2025-07-03 00:00:00;2025;7;Jul;T3;Sur;Pasto;Hospital;Hospital Infantil Los Ángeles;Institucional;Oncología;Trastuzumab;Procaps;vial;Sí;1;1401,91;1062,4;0,0919;3;28;0,0064;1;Baja;1401,91;128,835529;1273,074471;1062,4;210,674471;0,165484797;0;0,110571429
RX-04662;2025-02-02 00:00:00;2025;2;Feb;T1;Oriente;Villavicencio;Distribuidor;Coopidrogas;Mayorista;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;16;5,6;2,91;0,1124;6;47;0,0053;26;Baja;89,6;10,07104;79,52896;46,56;32,96896;0,414552887;0;0,131042553
RX-04663;2025-10-29 00:00:00;2025;10;Oct;T4;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;10;29,34;15,99;0,0294;7;25;0,0164;9;Baja;293,4;8,62596;284,77404;159,9;124,87404;0,438502189;0;0,30296
RX-04664;2025-01-23 00:00:00;2025;1;Jan;T1;Oriente;Bucaramanga;Distribuidor;Drogas La Rebaja;Mayorista;Oncología;Trastuzumab;Procaps;vial;Sí;6;1292,38;1185,48;0,1277;9;42;0,0151;1;Alta;7754,28;990,221556;6764,058444;7112,88;-348,821556;-0,051569861;0;0,230464286
RX-04665;2025-12-28 00:00:00;2025;12;Dec;T4;Centro;Soacha;Clínica;Clínica del Country;Institucional;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;29;24,22;12,41;0,0778;5;37;0,0114;27;Baja;702,38;54,645164;647,734836;359,89;287,844836;0,444386839;0;0,142837838
RX-04666;2025-10-05 00:00:00;2025;10;Oct;T4;Centro;Bogotá;Hospital;Fundación Santa Fe de Bogotá;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;17;64,16;41,06;0,085;2;37;0,0154;16;Baja;1090,72;92,7112;998,0088;698,02;299,9888;0,300587329;0;0,058216216
RX-04667;2025-01-09 00:00:00;2025;1;Jan;T1;Centro;Bogotá;Cadena de Farmacias;Droguerías Audifarma;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;29;5,41;2,36;0,0219;2;17;0,0115;49;Media;156,89;3,435891;153,454109;68,44;85,014109;0,554003471;0;0,124411765
RX-04668;2025-10-05 00:00:00;2025;10;Oct;T4;Centro;Soacha;Hospital;Clínica del Country;Institucional;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;31;9,87;4,63;0,1223;2;37;0,0138;27;Baja;305,97;37,420131;268,549869;143,53;125,019869;0,465536883;0;0,057783784
RX-04669;2025-01-07 00:00:00;2025;1;Jan;T1;Occidente;Pereira;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;8;20,29;11,48;0,0513;3;34;0,0104;8;Baja;162,32;8,327016;153,992984;91,84;62,152984;0,403609193;0;0,092823529
RX-04670;2025-10-30 00:00:00;2025;10;Oct;T4;Centro;Bogotá;Cadena de Farmacias;Droguerías Audifarma;Retail;Oncología;Paclitaxel;Procaps;vial;Sí;1;385,68;269,47;0,0448;4;28;0,0045;1;Baja;385,68;17,278464;368,401536;269,47;98,931536;0,268542681;0;0,146071429
RX-04671;2025-06-28 00:00:00;2025;6;Jun;T2;Norte;Cartagena;Clínica;Clínica General del Caribe;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;8;15,4;9,63;0,0735;7;37;0,0105;9;Baja;123,2;9,0552;114,1448;77,04;37,1048;0,325067809;0;0,199121622
RX-04672;2025-11-13 00:00:00;2025;11;Nov;T4;Oriente;Villavicencio;Cadena de Farmacias;Drogas La Rebaja;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;24;5,09;2,44;0,0411;2;21;0,0051;39;Baja;122,16;5,020776;117,139224;58,56;58,579224;0,500082056;0;0,097666667
RX-04673;2025-09-04 00:00:00;2025;9;Sep;T3;Sur;Pasto;Hospital;Hospital Universitario Departamental de Nariño;Institucional;Oncología;Trastuzumab;Procaps;vial;Sí;1;1282,3;983,12;0,11;6;29;0,0124;1;Baja;1282,3;141,053;1141,247;983,12;158,127;0,138556334;0;0,219724138
RX-04674;2025-12-22 00:00:00;2025;12;Dec;T4;Oriente;Villavicencio;Clínica;Hospital Departamental de Villavicencio;Institucional;Oncología;Paclitaxel;Procaps;vial;Sí;1;398,35;304,33;0,1107;2;25;0,0107;1;Baja;398,35;44,097345;354,252655;304,33;49,922655;0,14092387;0;0,08428
RX-04675;2025-03-03 00:00:00;2025;3;Mar;T1;Oriente;Cúcuta;Hospital;Hospital Universitario Erasmo Meoz;Institucional;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;18;28,36;18,03;0,1176;4;35;0,0124;20;Baja;510,48;60,032448;450,447552;324,54;125,907552;0,279516564;0;0,121371429
RX-04676;2025-05-25 00:00:00;2025;5;May;T2;Occidente;Medellín;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;25;7,33;3,4;0,0483;2;37;0,0137;39;Baja;183,25;8,850975;174,399025;85;89,399025;0,512611954;0;0,057756757
RX-04677;2025-05-19 00:00:00;2025;5;May;T2;Occidente;Bello;Clínica;Hospital Marco Fidel Suárez;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;15;14,5;9,47;0,1127;5;31;0,0118;20;Baja;217,5;24,51225;192,98775;142,05;50,93775;0,263942919;0;0,170806452
RX-04678;2025-12-27 00:00:00;2025;12;Dec;T4;Centro;Bogotá;Hospital;Clínica del Country;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;33;13,21;7,28;0,0806;6;31;0,0132;28;Baja;435,93;35,135958;400,794042;240,24;160,554042;0,400589892;0;0,206322581
RX-04679;2025-04-13 00:00:00;2025;4;Apr;T2;Sur;Pasto;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;27;6,95;3,78;0,0243;9;9;0,0113;40;Media;187,65;4,559895;183,090105;102,06;81,030105;0,442569548;0;1,0565
RX-04680;2025-07-06 00:00:00;2025;7;Jul;T3;Centro;Tunja;Cadena de Farmacias;Droguerías Audifarma;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;40;5;2,29;0,0415;2;37;0,0161;63;Baja;200;8,3;191,7;91,6;100,1;0,522170057;1;0,058405405
RX-04681;2025-10-09 00:00:00;2025;10;Oct;T4;Oriente;Bucaramanga;Clínica;Hospital Universitario de Santander;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;no;14;14,89;9,33;0,0936;8;40;0,01;16;Baja;208,46;19,511856;188,948144;130,62;58,328144;0,308699216;0;0,21
RX-04682;2025-10-15 00:00:00;2025;10;Oct;T4;Sur;Pasto;Distribuidor;Coopidrogas;Mayorista;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;211;5,79;2,69;0,1386;6;28;0,0127;384;Baja;1221,69;169,326234;1052,363766;567,59;484,773766;0,460652278;3;0,227892857
RX-04683;2025-08-02 00:00:00;2025;8;Aug;T3;Centro;Tunja;Distribuidor;Drogas La Rebaja;Mayorista;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;143;6,64;2,72;0,0987;7;39;0,0164;274;Baja;949,52;93,717624;855,802376;388,96;466,842376;0,545502547;2;0,194205128
RX-04684;2025-05-07 00:00:00;2025;5;May;T2;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;18;17,34;10,25;0,0819;3;21;0,0064;16;Baja;312,12;25,562628;286,557372;184,5;102,057372;0,356149874;0;0,147428571
RX-04685;2025-03-11 00:00:00;2025;3;Mar;T1;Occidente;Pereira;Cadena de Farmacias;;Retail;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;10;34,86;24,58;0,0281;3;17;0,0112;10;Media;348,6;9,79566;338,80434;245,8;93,00434;0,274507523;0;0,186352941
RX-04686;2025-05-16 00:00:00;2025;5;May;T2;Centro;Bogotá;Cadena de Farmacias;Cruz Verde;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;15;8,01;3,67;0,0211;3;26;0,0076;21;Baja;120,15;2,535165;117,614835;55,05;62,564835;0,531946799;0;0,119769231
RX-04687;30/07/2025;2025;7;Jul;T3;Occidente;Medellín;Cadena de Farmacias;Farmatodo;Retail;Salud digestiva;Probiótico 10B;Genfar;caja;No;43;14,72;9,96;0,0514;3;26;0,0103;45;Baja;632,96;32,534144;600,425856;428,28;172,145856;0,286706267;0;0,121326923
RX-04688;2025-12-19 00:00:00;2025;12;Dec;T4;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;28;12,38;6,18;0,0589;7;16;0,0028;35;Media;346,64;20,417096;326,222904;173,04;153,182904;0,469565141;0;0,443625
RX-04689;2025-03-11 00:00:00;2025;3;Mar;T1;Norte;Barranquilla;Clínica;Clínica Portoazul Auna;Institucional;Oncología;Paclitaxel;Procaps;vial;Sí;1;427,62;276,91;0,0956;5;35;0,0025;1;Baja;427,62;40,880472;386,739528;276,91;109,829528;0,28398837;0;0,144642857
RX-04690;2025-10-10 00:00:00;2025;10;Oct;T4;Occidente;Medellín;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;7;17,39;9,96;0,0227;1;20;0,0146;5;Baja;121,73;2,763271;118,966729;69,72;49,246729;0,413953795;0;0,05365
RX-04691;2025-07-26 00:00:00;2025;7;Jul;T3;Norte;Santa Marta;Hospital;Clínica La Milagrosa;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;41;6,44;2,58;0,0844;5;27;0,0031;64;Baja;264,04;22,284976;241,755024;105,78;135,975024;0,562449631;0;0,188055556
RX-04692;2025-11-02 00:00:00;2025;11;Nov;T4;Centro;Soacha;Clínica;Clínica del Country;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;19;7,77;4,01;0,0744;2;46;0,0078;19;Baja;147,63;10,983672;136,646328;76,19;60,456328;0,442429218;0;0,045173913
RX-04693;2025-03-20 00:00:00;2025;3;Mar;T1;Occidente;Medellín;Distribuidor;Coopidrogas;Mayorista;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;16;111,14;71,65;0,1187;6;43;0,0054;13;Baja;1778,24;211,077088;1567,162912;1146,4;420,762912;0,268487028;0;0,143302326
RX-04694;2025-10-06 00:00:00;2025;10;Oct;T4;Sur;Cali;Cadena de Farmacias;Droguerías Audifarma;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;39;7,42;4,02;0,0484;3;20;0,0096;67;Baja;289,38;14,005992;275,374008;156,78;118,594008;0,430665221;0;0,1572
RX-04695;2025-01-12 00:00:00;2025;1;Jan;T1;Sur;Pasto;Distribuidor;Coopidrogas;Mayorista;Oncología;Trastuzumab;Procaps;vial;Sí;4;1335,05;1068,4;0,1331;8;31;0,0059;1;Alta;5340,2;710,78062;4629,41938;4273,6;355,81938;0,076860477;0;0,265677419
RX-04696;2025-01-06 00:00:00;2025;1;Jan;T1;Centro;Tunja;Clínica;Hospital Universitario San Rafael de Tunja;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;13;12,5;5,95;0,0999;7;42;0,0077;17;Baja;162,5;16,23375;146,26625;77,35;68,91625;0,47116987;0;0,173083333
RX-04697;2025-10-12 00:00:00;2025;10;oct;T4;Norte;Santa Marta;Distribuidor;Coopidrogas;Mayorista;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;10;105,19;77,75;0,1444;6;48;0,0089;7;Baja;1051,9;151,89436;900,00564;777,5;122,50564;0,136116525;0;0,1305625
RX-04698;2025-10-13 00:00:00;2025;10;Oct;T4;Norte;Barranquilla;Cadena de Farmacias;Farmatodo;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;18;4,92;2,43;0,0665;3;33;0,016;33;Baja;88,56;5,88924;82,67076;43,74;38,93076;0,470913295;0;0,098181818
RX-04699;2025-07-15 00:00:00;2025;7;Jul;T3;Occidente;Medellín;Cadena de Farmacias;Droguerías Cafam;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;9;19,98;12,2;0,061;2;28;0,0207;9;Baja;179,82;10,96902;168,85098;109,8;59,05098;0,349722459;0;0,078821429
RX-04700;2025-05-04 00:00:00;2025;5;May;T2;Norte;Barranquilla;Hospital;Clínica Portoazul Auna;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;19;15,2;6,8;0,0796;6;40;0,0001;20;Baja;288,8;22,98848;265,81152;129,2;136,61152;0,513941307;0;0,150075
RX-04701;2025-12-12 00:00:00;2025;12;Dec;T4;Occidente;Medellín;Hospital;Hospital Universitario San Vicente Fundación;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;26;7,26;3,66;0,0476;4;24;0,0063;36;Baja;188,76;8,984976;179,775024;95,16;84,615024;0,470671744;0;0,171916667
RX-04702;2025-06-13 00:00:00;2025;6;Jun;T2;Centro;Soacha;Hospital;Clínica del Country;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;19;19,59;10,66;0,0952;5;25;0,0088;18;Baja;372,21;35,434392;336,775608;202,54;134,235608;0,398590649;0;0,2088
RX-04703;2025-12-07 00:00:00;2025;12;Dec;T4;Occidente;Medellín;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;34;5,13;2,33;0,0186;1;23;0,0135;55;Baja;174,42;3,244212;171,175788;79,22;91,955788;0,537200904;0;0,046413043
RX-04704;2025-02-17 00:00:00;2025;2;Feb;T1;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;9;5,04;2,48;0,0463;2;26;0,0131;15;Baja;45,36;2,100168;43,259832;22,32;20,939832;0,484047927;0;0,081961538
RX-04705;2025-01-17 00:00:00;2025;1;Jan;T1;Occidente;Pereira;Hospital;Clínica Comfamiliar Risaralda;Institucional;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;20;36;24,2;0,0853;5;17;0,0107;20;Media;720;61,416;658,584;484;174,584;0,265089951;0;0,309852941
RX-04706;2025-01-03 00:00:00;2025;1;Jan;T1;Occidente;Medellín;Hospital;Hospital Universitario San Vicente Fundación;Institucional;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;21;17,53;9,94;0,0858;7;37;0,0074;16;Baja;368,13;31,585554;336,544446;208,74;127,804446;0,379755029;0;0,196189189
RX-04707;2025-12-30 00:00:00;2025;12;Dec;T4;Sur;Cali;Cadena de Farmacias;Cruz Verde;Retail;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;25;6,52;2,74;0,0321;2;20;0,017;40;Baja;163;5,2323;157,7677;68,5;89,2677;0,565817338;0;0,1085
RX-04708;2025-04-06 00:00:00;2025;4;Apr;T2;Sur;Cali;Hospital;Hospital Universitario del Valle Evaristo García;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;35;12,92;6,57;0,086;6;25;0,0061;37;Baja;452,2;38,8892;413,3108;229,95;183,3608;0,443639024;0;0,24732
RX-04709;2025-04-19 00:00:00;2025;4;Apr;T2;Norte;Santa Marta;Distribuidor;Coopidrogas;Mayorista;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;16;12,27;7,03;0,1249;11;36;0,0131;16;Baja;196,32;24,520368;171,799632;112,48;59,319632;0,345283813;0;0,325569444
RX-04710;2025-07-24 00:00:00;2025;7;Jul;T3;Norte;Cartagena;Clínica;Clínica General del Caribe;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;15;16,27;8,98;0,0897;6;25;0,0081;16;Baja;244,05;21,891285;222,158715;134,7;87,458715;0,393676723;0;0,24972
